"","Sample_ID","Sample_date","Sample_site","Chl_a_ugL_L"
"437","20070801-1279_20m",2007-08-01,"1279_20m",1.2549
"438","20070801-1280_15m",2007-08-01,"1280_15m",1.20684
"439","20070801-1281_10m",2007-08-01,"1281_10m",0.75828
"440","20070801-1281_5m",2007-08-01,"1281_5m",0.8544
"441","20070801-1310_5m",2007-08-01,"1310_5m",0.99858
"442","20070801-1318_20m",2007-08-01,"1318_20m",2.38698
"443","20070801-1319_15m",2007-08-01,"1319_15m",1.28694
"444","20070801-1320_10m",2007-08-01,"1320_10m",0.79566
"445","20070814-1279_20m",2007-08-14,"1279_20m",2.37897
"446","20070814-1280_15m",2007-08-14,"1280_15m",2.5365
"447","20070814-1281_10m",2007-08-14,"1281_10m",2.83554
"448","20070814-1281_5m",2007-08-14,"1281_5m",2.60058
"449","20070814-1310_5m",2007-08-14,"1310_5m",1.59132
"450","20070814-1318_20m",2007-08-14,"1318_20m",4.71522
"451","20070814-1319_15m",2007-08-14,"1319_15m",1.03062
"452","20070814-1320_10m",2007-08-14,"1320_10m",2.72874
"453","20070829-1279_20m",2007-08-29,"1279_20m",3.82344
"454","20070829-1280_15m",2007-08-29,"1280_15m",1.11072
"455","20070829-1281_10m",2007-08-29,"1281_10m",0.32574
"456","20070829-1281_5m",2007-08-29,"1281_5m",1.25757
"457","20070829-1310_5m",2007-08-29,"1310_5m",0
"458","20070829-1318_20m",2007-08-29,"1318_20m",1.87968
"459","20070829-1319_15m",2007-08-29,"1319_15m",2.88894
"460","20070913-1279_20m",2007-09-13,"1279_20m",4.87275
"461","20070913-1280_15m",2007-09-13,"1280_15m",5.37471
"462","20070913-1281_10m",2007-09-13,"1281_10m",4.48827
"463","20070913-1281_5m",2007-09-13,"1281_5m",4.88877
"464","20070913-1310_5m",2007-09-13,"1310_5m",2.03721
"465","20070913-1318_20m",2007-09-13,"1318_20m",7.97262
"466","20070913-1319_15m",2007-09-13,"1319_15m",3.15327
"467","20070913-1320_10m",2007-09-13,"1320_10m",4.71789
"468","20071001-1279_20m",2007-10-01,"1279_20m",3.19065
"469","20071001-1280_15m",2007-10-01,"1280_15m",4.04238
"470","20071001-1281_10m",2007-10-01,"1281_10m",5.2332
"471","20071001-1281_5m",2007-10-01,"1281_5m",4.25064
"472","20080414-1281_5m",2008-04-14,"1281_5m",2.2428
"473","20080421-1280_15m",2008-04-21,"1280_15m",6.22377
"474","20080421-1281_10m",2008-04-21,"1281_10m",8.03403
"475","20080430-1280_15m",2008-04-30,"1280_15m",5.008762941
"476","20080430-1281_5m",2008-04-30,"1281_5m",2.94501
"477","20080508-1279_20m",2008-05-08,"1279_20m",4.66716
"478","20080508-1280_15m",2008-05-08,"1280_15m",3.55644
"479","20080508-1281_10m",2008-05-08,"1281_10m",7.9032
"480","20080508-1281_5m",2008-05-08,"1281_5m",6.13032
"481","20080508-1310_5m",2008-05-08,"1310_5m",0.28836
"482","20080508-1318_20m",2008-05-08,"1318_20m",8.37312
"483","20080508-1319_15m",2008-05-08,"1319_15m",6.77646
"484","20080508-1320_10m",2008-05-08,"1320_10m",2.84088
"485","20080523-1279_20m",2008-05-23,"1279_20m",4.25865
"486","20080523-1280_15m",2008-05-23,"1280_15m",0.89178
"487","20080523-1281_10m",2008-05-23,"1281_10m",1.44714
"488","20080523-1281_5m",2008-05-23,"1281_5m",2.08794
"489","20080523-1310_5m",2008-05-23,"1310_5m",0.01068
"490","20080523-1318_20m",2008-05-23,"1318_20m",0.98523
"491","20080523-1319_15m",2008-05-23,"1319_15m",0.16554
"492","20080523-1320_10m",2008-05-23,"1320_10m",0.19224
"493","20080603-1279_20m",2008-06-03,"1279_20m",2.31756
"494","20080603-1280_15m",2008-06-03,"1280_15m",7.82844
"495","20080603-1281_10m",2008-06-03,"1281_10m",2.89428
"496","20080603-1281_5m",2008-06-03,"1281_5m",0
"497","20080603-1310_5m",2008-06-03,"1310_5m",2.25348
"498","20080603-1318_20m",2008-06-03,"1318_20m",3.93024
"499","20080603-1319_15m",2008-06-03,"1319_15m",0.1335
"500","20080603-1320_10m",2008-06-03,"1320_10m",3.28944
"501","20080625-1279_20m",2008-06-25,"1279_20m",0.35778
"502","20080625-1280_15m",2008-06-25,"1280_15m",0
"503","20080625-1281_10m",2008-06-25,"1281_10m",0.1602
"504","20080625-1281_5m",2008-06-25,"1281_5m",0.15486
"505","20080625-1310_5m",2008-06-25,"1310_5m",0.17088
"506","20080625-1318_20m",2008-06-25,"1318_20m",0
"507","20080625-1319_15m",2008-06-25,"1319_15m",0
"508","20080625-1320_10m",2008-06-25,"1320_10m",0
"509","20080702-1279_20m",2008-07-02,"1279_20m",0.15753
"510","20080702-1280_15m",2008-07-02,"1280_15m",0
"511","20080702-1281_10m",2008-07-02,"1281_10m",0.1602
"512","20080702-1281_5m",2008-07-02,"1281_5m",0.16287
"513","20080715-1279_20m",2008-07-15,"1279_20m",0
"514","20080715-1280_15m",2008-07-15,"1280_15m",0.17088
"515","20080715-1281_10m",2008-07-15,"1281_10m",0.15219
"516","20080715-1281_5m",2008-07-15,"1281_5m",0.73692
"517","20080715-1310_5m",2008-07-15,"1310_5m",0
"518","20080715-1318_20m",2008-07-15,"1318_20m",0
"519","20080715-1319_15m",2008-07-15,"1319_15m",0.17622
"520","20080715-1320_10m",2008-07-15,"1320_10m",0.1969125
"521","20080728-1281_10m",2008-07-28,"1281_10m",0
"522","20080728-1281_5m",2008-07-28,"1281_5m",0.35778
"523","20080729-1279_20m",2008-07-29,"1279_20m",0.01602
"524","20080729-1280_15m",2008-07-29,"1280_15m",0
"525","20080729-1281_10m",2008-07-29,"1281_10m",0.30171
"526","20080729-1281_5m",2008-07-29,"1281_5m",0.00267
"527","20080729-1310_5m",2008-07-29,"1310_5m",0.00801
"528","20080729-1318_20m",2008-07-29,"1318_20m",0
"529","20080729-1319_15m",2008-07-29,"1319_15m",0
"530","20080729-1320_10m",2008-07-29,"1320_10m",0.04717
"531","20080812-1279_20m",2008-08-12,"1279_20m",0
"532","20080812-1280_15m",2008-08-12,"1280_15m",6.10896
"533","20080812-1281_10m",2008-08-12,"1281_10m",2.37096
"534","20080812-1310_5m",2008-08-12,"1310_5m",1.36704
"535","20080812-1318_20m",2008-08-12,"1318_20m",2.32557
"536","20080812-1319_15m",2008-08-12,"1319_15m",0
"537","20080829-1281_10m",2008-08-29,"1281_10m",5.22252
"538","20080829-1281_5m",2008-08-29,"1281_5m",4.58884
"539","20080829-1318_20m",2008-08-29,"1318_20m",0
"540","20080829-1320_10m",2008-08-29,"1320_10m",5.22252
"541","20080917-1279_20m",2008-09-17,"1279_20m",3.32415
"542","20080917-1280_15m",2008-09-17,"1280_15m",4.02903
"543","20080917-1281_10m",2008-09-17,"1281_10m",3.73711
"544","20080917-1281_5m",2008-09-17,"1281_5m",5.07033
"545","20080917-1310_5m",2008-09-17,"1310_5m",2.27751
"546","20080917-1318_20m",2008-09-17,"1318_20m",2.28285
"547","20080917-1319_15m",2008-09-17,"1319_15m",2.79015
"548","20080917-1320_10m",2008-09-17,"1320_10m",3.45231
"549","20090326-1279_20m",2009-03-26,"1279_20m",8.80032
"550","20090326-1280_15m",2009-03-26,"1280_15m",8.07408
"551","20090326-1281_10m",2009-03-26,"1281_10m",1.15077
"552","20090326-1281_5m",2009-03-26,"1281_5m",1.80492
"553","20090409-1279_20m",2009-04-09,"1279_20m",2.30154
"554","20090409-1280_15m",2009-04-09,"1280_15m",2.67534
"555","20090409-1281_10m",2009-04-09,"1281_10m",1.40442
"556","20090409-1281_5m",2009-04-09,"1281_5m",1.07334
"557","20090508-1280_15m",2009-05-08,"1280_15m",11.66256
"558","20090508-1310_5m",2009-05-08,"1310_5m",8.37312
"559","20090508-1318_20m",2009-05-08,"1318_20m",8.50395
"560","20090508-1320_10m",2009-05-08,"1320_10m",6.141
"561","20090520-1279_20m",2009-05-20,"1279_20m",7.77237
"562","20090520-1280_15m",2009-05-20,"1280_15m",10.04721
"563","20090520-1281_10m",2009-05-20,"1281_10m",9.078
"564","20090520-1281_5m",2009-05-20,"1281_5m",10.4664
"565","20090520-1310_5m",2009-05-20,"1310_5m",10.66932
"566","20090520-1318_20m",2009-05-20,"1318_20m",10.23678
"567","20090520-1319_15m",2009-05-20,"1319_15m",13.0296
"568","20090520-1320_10m",2009-05-20,"1320_10m",2.7768
"569","20090601-1279_20m",2009-06-01,"1279_20m",3.88752
"570","20090601-1280_15m",2009-06-01,"1280_15m",3.97296
"571","20090601-1281_10m",2009-06-01,"1281_10m",4.53366
"572","20090601-1281_5m",2009-06-01,"1281_5m",5.30796
"573","20090601-1310_5m",2009-06-01,"1310_5m",4.90746
"574","20090601-1318_20m",2009-06-01,"1318_20m",3.09186
"575","20090601-1319_15m",2009-06-01,"1319_15m",6.0876
"576","20090601-1320_10m",2009-06-01,"1320_10m",5.75652
"577","20090611-1279_20m",2009-06-11,"1279_20m",1.83963
"578","20090611-1280_15m",2009-06-11,"1280_15m",2.55252
"579","20090611-1281_10m",2009-06-11,"1281_10m",2.85156
"580","20090611-1281_5m",2009-06-11,"1281_5m",2.60058
"581","20090611-1310_5m",2009-06-11,"1310_5m",1.20684
"582","20090611-1318_20m",2009-06-11,"1318_20m",4.73124
"583","20090611-1319_15m",2009-06-11,"1319_15m",1.99182
"584","20090611-1320_10m",2009-06-11,"1320_10m",4.41351
"585","20090706-1279_20m",2009-07-06,"1279_20m",2.63796
"586","20090706-1280_15m",2009-07-06,"1280_15m",6.10896
"587","20090706-1281_10m",2009-07-06,"1281_10m",7.39056
"588","20090706-1281_5m",2009-07-06,"1281_5m",9.05931
"589","20090706-1310_5m",2009-07-06,"1310_5m",13.81992
"590","20090706-1318_20m",2009-07-06,"1318_20m",1.90638
"591","20090706-1319_15m",2009-07-06,"1319_15m",3.21735
"592","20090706-1320_10m",2009-07-06,"1320_10m",6.47208
"593","20090713-1279_20m",2009-07-13,"1279_20m",2.06658
"594","20090713-1280_15m",2009-07-13,"1280_15m",4.806
"595","20090713-1281_10m",2009-07-13,"1281_10m",4.00767
"596","20090713-1281_5m",2009-07-13,"1281_5m",4.93416
"597","20090713-1310_5m",2009-07-13,"1310_5m",2.20542
"598","20090713-1318_20m",2009-07-13,"1318_20m",2.8836
"599","20090713-1319_15m",2009-07-13,"1319_15m",3.8715
"600","20090713-1320_10m",2009-07-13,"1320_10m",3.204
"601","20090729-1280_15m",2009-07-29,"1280_15m",2.73942
"602","20090729-1281_10m",2009-07-29,"1281_10m",2.54184
"603","20090729-1281_5m",2009-07-29,"1281_5m",2.67
"604","20090729-1310_5m",2009-07-29,"1310_5m",3.27075
"605","20090729-1318_20m",2009-07-29,"1318_20m",3.88752
"606","20090729-1319_15m",2009-07-29,"1319_15m",2.49912
"607","20090729-1320_10m",2009-07-29,"1320_10m",2.5365
"608","20090811-1319_15m",2009-08-11,"1319_15m",0.97188
"609","20090811-1281_10m",2009-08-11,"1281_10m",2.5632
"610","20090811-1281_5m",2009-08-11,"1281_5m",2.0025
"611","20090811-1310_5m",2009-08-11,"1310_5m",1.85832
"612","20090811-1318_20m",2009-08-11,"1318_20m",4.05306
"613","20090811-1320_10m",2009-08-11,"1320_10m",1.6554
"614","20090811-1279_20m",2009-08-11,"1279_20m",0
"615","20090825-1279_20m",2009-08-25,"1279_20m",2.45106
"616","20090825-1280_15m",2009-08-25,"1280_15m",2.11464
"617","20090825-1281_10m",2009-08-25,"1281_10m",4.51764
"618","20090825-1281_5m",2009-08-25,"1281_5m",5.8918
"619","20090825-1310_5m",2009-08-25,"1310_5m",3.49236
"620","20090825-1318_20m",2009-08-25,"1318_20m",2.57121
"621","20090825-1319_15m",2009-08-25,"1319_15m",3.38823
"622","20090825-1320_10m",2009-08-25,"1320_10m",4.15452
"623","20090917-1281_5m",2009-09-17,"1281_5m",9.48384
"624","20090918-1310_5m",2009-09-18,"1310_5m",6.4792
"625","20090918-1279_20m",2009-09-18,"1279_20m",5.10237
"626","20090918-1280_15m",2009-09-18,"1280_15m",5.09436
"627","20090918-1281_10m",2009-09-18,"1281_10m",7.57568
"628","20090918-1281_5m",2009-09-18,"1281_5m",6.05912
"629","20090918-1318_20m",2009-09-18,"1318_20m",3.0705
"630","20090918-1319_15m",2009-09-18,"1319_15m",7.6896
"631","20090918-1320_10m",2009-09-18,"1320_10m",6.89216
"632","20100408-1281_5mA",2010-04-08,"1281_5m",1.0146
"633","20100408-1281_5mB",2010-04-08,"1281_5m",1.47918
"634","20100507-1279_20m",2010-05-07,"1279_20m",2.7768
"635","20100507-1280_15m",2010-05-07,"1280_15m",4.88076
"636","20100507-1281_10m",2010-05-07,"1281_10m",4.39215
"637","20100507-1281_5m",2010-05-07,"1281_5m",4.88076
"638","20100507-1310_5m",2010-05-07,"1310_5m",1.24956
"639","20100507-1318_20m",2010-05-07,"1318_20m",1.99716
"640","20100507-1319_15m",2010-05-07,"1319_15m",4.6725
"641","20100507-1320_10m",2010-05-07,"1320_10m",4.30404
"642","20100521-1279_20m",2010-05-21,"1279_20m",10.77612
"643","20100521-1280_15m",2010-05-21,"1280_15m",5.75652
"644","20100521-1281_10m",2010-05-21,"1281_10m",5.86332
"645","20100521-1281_5m",2010-05-21,"1281_5m",9.47316
"646","20100521-1310_5m",2010-05-21,"1310_5m",1.58064
"647","20100521-1318_20m",2010-05-21,"1318_20m",11.52372
"648","20100521-1319_15m",2010-05-21,"1319_15m",8.23428
"649","20100521-1320_10m",2010-05-21,"1320_10m",5.04096
"650","20100603-1279_20m",2010-06-03,"1279_20m",0.84372
"651","20100603-1280_15m",2010-06-03,"1280_15m",1.03062
"652","20100603-1281_10m",2010-06-03,"1281_10m",4.44822
"653","20100603-1281_5m",2010-06-03,"1281_5m",2.18406
"654","20100603-1310_5m",2010-06-03,"1310_5m",3.25206
"655","20100603-1318_20m",2010-06-03,"1318_20m",4.65114
"656","20100603-1319_15m",2010-06-03,"1319_15m",0.68886
"657","20100603-1320_10m",2010-06-03,"1320_10m",2.10396
"658","20100702-1279_20m",2010-07-02,"1279_20m",3.471
"659","20100702-1280_15m",2010-07-02,"1280_15m",0.801
"660","20100702-1281_10m",2010-07-02,"1281_10m",2.403
"661","20100702-1281_5m",2010-07-02,"1281_5m",3.60272
"662","20100702-1310_5m",2010-07-02,"1310_5m",1.1214
"663","20100702-1318_20m",2010-07-02,"1318_20m",1.602
"664","20100702-1319_15m",2010-07-02,"1319_15m",1.29228
"665","20100702-1320_10m",2010-07-02,"1320_10m",1.70079
"666","20100714-1279_20m",2010-07-14,"1279_20m",3.44964
"667","20100714-1280_15m",2010-07-14,"1280_15m",1.32966
"668","20100714-1281_10m",2010-07-14,"1281_10m",1.18014
"669","20100714-1281_5m",2010-07-14,"1281_5m",1.86366
"670","20100714-1310_5m",2010-07-14,"1310_5m",0.97455
"671","20100714-1318_20m",2010-07-14,"1318_20m",0.73158
"672","20100714-1319_15m",2010-07-14,"1319_15m",1.43646
"673","20100714-1320_10m",2010-07-14,"1320_10m",0.91314
"674","20100727-1279_20m",2010-07-27,"1279_20m",1.79424
"675","20100727-1280_15m",2010-07-27,"1280_15m",2.403
"676","20100727-1281_10m",2010-07-27,"1281_10m",4.1652
"677","20100727-1281_5m",2010-07-27,"1281_5m",5.08368
"678","20100727-1310_5m",2010-07-27,"1310_5m",1.068
"679","20100727-1318_20m",2010-07-27,"1318_20m",1.9224
"680","20100727-1319_15m",2010-07-27,"1319_15m",0.83304
"681","20100727-1320_10m",2010-07-27,"1320_10m",2.17872
"682","20100810-1279_20m",2010-08-10,"1279_20m",4.44288
"683","20100810-1280_15m",2010-08-10,"1280_15m",3.60272
"684","20100810-1281_10m",2010-08-10,"1281_10m",9.8256
"685","20100810-1281_5m",2010-08-10,"1281_5m",7.86048
"686","20100915-1279_20m",2010-09-15,"1279_20m",3.40158
"687","20100915-1280_15m",2010-09-15,"1280_15m",4.78464
"688","20100915-1281_10m",2010-09-15,"1281_10m",11.27808
"689","20100915-1281_5m",2010-09-15,"1281_5m",6.61092
"690","20100915-1310_5m",2010-09-15,"1310_5m",4.06107
"691","20100915-1318_20m",2010-09-15,"1318_20m",4.44822
"692","20100915-1319_15m",2010-09-15,"1319_15m",6.11697
"693","20100915-1320_10m",2010-09-15,"1320_10m",5.67642
"694","20110505-1279_20m",2011-05-05,"1279_20m",3.67392
"695","20110505-1280_15m",2011-05-05,"1280_15m",3.58848
"696","20110505-1281_10m",2011-05-05,"1281_10m",3.43896
"697","20110505-1281_5m",2011-05-05,"1281_5m",5.63904
"698","20110520-1279_20m",2011-05-20,"1279_20m",4.37346
"699","20110520-1280_15m",2011-05-20,"1280_15m",3.0438
"700","20110520-1281_10m",2011-05-20,"1281_10m",4.22928
"701","20110520-1281_5m",2011-05-20,"1281_5m",4.4055
"702","20110520-1310_5m",2011-05-20,"1310_5m",2.7412
"703","20110520-1318_20m",2011-05-20,"1318_20m",3.58848
"704","20110520-1319_15m",2011-05-20,"1319_15m",3.3108
"705","20110520-1320_10m",2011-05-20,"1320_10m",5.7672
"706","20110603-1279_20m",2011-06-03,"1279_20m",0
"707","20110603-1280_15m",2011-06-03,"1280_15m",1.00926
"708","20110603-1281_10m",2011-06-03,"1281_10m",2.36028
"709","20110603-1281_5m",2011-06-03,"1281_5m",2.0826
"710","20110603-1310_5m",2011-06-03,"1310_5m",0.40851
"711","20110603-1318_20m",2011-06-03,"1318_20m",1.73016
"712","20110603-1319_15m",2011-06-03,"1319_15m",0.534
"713","20110603-1320_10m",2011-06-03,"1320_10m",0.29904
"714","20110701-1279_20m",2011-07-01,"1279_20m",0.0801
"715","20110701-1280_15m",2011-07-01,"1280_15m",0
"716","20110701-1281_10m",2011-07-01,"1281_10m",1.61802
"717","20110701-1281_5m",2011-07-01,"1281_5m",1.83162
"718","20110701-1310_5m",2011-07-01,"1310_5m",3.49236
"719","20110701-1318_20m",2011-07-01,"1318_20m",0.30438
"720","20110701-1319_15m",2011-07-01,"1319_15m",0.57672
"721","20110701-1320_10m",2011-07-01,"1320_10m",1.56996
"722","20110712-1279_20m",2011-07-12,"1279_20m",0.8811
"723","20110712-1280_15m",2011-07-12,"1280_15m",1.9224
"724","20110712-1281_10m",2011-07-12,"1281_10m",2.14668
"725","20110712-1281_5m",2011-07-12,"1281_5m",2.26416
"726","20110712-1310_5m",2011-07-12,"1310_5m",1.068
"727","20110712-1318_20m",2011-07-12,"1318_20m",0.57672
"728","20110712-1319_15m",2011-07-12,"1319_15m",1.24956
"729","20110712-1320_10m",2011-07-12,"1320_10m",1.06266
"730","20110802-1279_20m",2011-08-02,"1279_20m",1.9758
"731","20110802-1280_15m",2011-08-02,"1280_15m",1.05732
"732","20110802-1281_10m",2011-08-02,"1281_10m",2.37096
"733","20110802-1281_5m",2011-08-02,"1281_5m",3.28944
"734","20110802-1310_5m",2011-08-02,"1310_5m",1.05732
"735","20110802-1318_20m",2011-08-02,"1318_20m",0.17088
"736","20110802-1319_15m",2011-08-02,"1319_15m",4.4322
"737","20110802-1320_10m",2011-08-02,"1320_10m",1.16946
"738","20110812-1279_20m",2011-08-12,"1279_20m",1.86099
"739","20110812-1280_15m",2011-08-12,"1280_15m",1.17747
"740","20110812-1281_10m",2011-08-12,"1281_10m",0
"741","20110812-1281_5m",2011-08-12,"1281_5m",0.76629
"742","20110823-1279_20m",2011-08-23,"1279_20m",1.75152
"743","20110823-1319_15m",2011-08-23,"1319_15m",2.2962
"744","20110826-1281_10m",2011-08-26,"1281_10m",2.51781
"745","20110914-1279_20m",2011-09-14,"1279_20m",1.955508
"746","20110914-1280_15m",2011-09-14,"1280_15m",3.59916
"747","20110914-1281_10m",2011-09-14,"1281_10m",7.386288
"748","20110914-1281_5m",2011-09-14,"1281_5m",9.91638
"749","20110914-1310_5m",2011-09-14,"1310_5m",2.86758
"750","20110914-1318_20m",2011-09-14,"1318_20m",2.361348
"751","20110914-1319_15m",2011-09-14,"1319_15m",4.977948
"752","20110914-1320_10m",2011-09-14,"1320_10m",3.707028
"753","20110928-1279_20m",2011-09-28,"1279_20m",2.436108
"754","20110928-1280_15m",2011-09-28,"1280_15m",8.889498
"755","20110928-1281_10m",2011-09-28,"1281_10m",2.195808
"756","20110928-1281_5m",2011-09-28,"1281_5m",1.154508
"757","20110928-1310_5m",2011-09-28,"1310_5m",2.105028
"758","20110928-1318_20m",2011-09-28,"1318_20m",3.162348
"759","20110928-1319_15m",2011-09-28,"1319_15m",2.906028
"760","20110928-1320_10m",2011-09-28,"1320_10m",2.884668
"761","20111028-1279_20m",2011-10-28,"1279_20m",3.92757
"762","20111028-1280_15m",2011-10-28,"1280_15m",3.20667
"763","20111028-1281_10m",2011-10-28,"1281_10m",1.70613
"764","20111028-1281_5m",2011-10-28,"1281_5m",1.00125
"765","20111028-1310_5m",2011-10-28,"1310_5m",1.34301
"766","20111028-1318_20m",2011-10-28,"1318_20m",1.640982
"767","20111028-1319_15m",2011-10-28,"1319_15m",2.00517
"768","20111028-1320_10m",2011-10-28,"1320_10m",1.20951
"769","20120403-1279_20m",2012-04-03,"1279_20m",1.34568
"770","20120403-1280_15m",2012-04-03,"1280_15m",2.28552
"771","20120403-1281_10m",2012-04-03,"1281_10m",1.23888
"772","20120403-1281_5m",2012-04-03,"1281_5m",1.60734
"773","20120403-1310_5m",2012-04-03,"1310_5m",0.534
"774","20120403-1318_20m",2012-04-03,"1318_20m",3.07584
"775","20120403-1319_15m",2012-04-03,"1319_15m",1.75152
"776","20120403-1320_10m",2012-04-03,"1320_10m",2.57388
"777","20120511-1279_20m",2012-05-11,"1279_20m",3.3642
"778","20120511-1280_15m",2012-05-11,"1280_15m",4.52298
"779","20120511-1281_10m",2012-05-11,"1281_10m",8.69352
"780","20120511-1281_5m",2012-05-11,"1281_5m",7.41192
"781","20120511-1310_5m",2012-05-11,"1310_5m",2.84622
"782","20120511-1318_20m",2012-05-11,"1318_20m",2.35494
"783","20120511-1319_15m",2012-05-11,"1319_15m",6.02352
"784","20120511-1320_10m",2012-05-11,"1320_10m",3.90354
"785","20120523-1279_20m",2012-05-23,"1279_20m",0.74226
"786","20120523-1280_15m",2012-05-23,"1280_15m",2.15202
"787","20120523-1281_10m",2012-05-23,"1281_10m",2.1627
"788","20120523-1310_5m",2012-05-23,"1310_5m",0.41652
"789","20120523-1318_20m",2012-05-23,"1318_20m",0.27234
"790","20120523-1319_15m",2012-05-23,"1319_15m",1.0413
"791","20120523-1320_10m",2012-05-23,"1320_10m",1.0413
"792","20120607-1279_20m",2012-06-07,"1279_20m",0.4539
"793","20120607-1281_10m",2012-06-07,"1281_10m",0.4806
"794","20120607-1281_5m",2012-06-07,"1281_5m",0.27234
"795","20120607-1310_5m",2012-06-07,"1310_5m",0.27234
"796","20120607-1318_20m",2012-06-07,"1318_20m",0.4539
"797","20120607-1319_15m",2012-06-07,"1319_15m",0.17622
"798","20120607-1320_10m",2012-06-07,"1320_10m",0.2937
"799","20120618-1279_20m",2012-06-18,"1279_20m",1.49787
"800","20120629-1310_5m",2012-06-29,"1310_5m",5.13708
"801","20120629-1318_20m",2012-06-29,"1318_20m",1.3884
"802","20120629-1319_15m",2012-06-29,"1319_15m",2.93166
"803","20120629-1320_10m",2012-06-29,"1320_10m",0
"804","20120705-1279_20m",2012-07-05,"1279_20m",3.23604
"805","20120705-1280_15m",2012-07-05,"1280_15m",4.85406
"806","20120705-1281_10m",2012-07-05,"1281_10m",7.87116
"807","20120705-1281_5m",2012-07-05,"1281_5m",7.45998
"808","20120705-1310_5m",2012-07-05,"1310_5m",2.52582
"809","20120705-1318_20m",2012-07-05,"1318_20m",1.90104
"810","20120705-1319_15m",2012-07-05,"1319_15m",4.94484
"811","20120705-1320_10m",2012-07-05,"1320_10m",8.41584
"812","20120717-1280_15m",2012-07-17,"1280_15m",1.35636
"813","20120717-1281_10m",2012-07-17,"1281_10m",1.97046
"814","20120717-1281_5m",2012-07-17,"1281_5m",2.57922
"815","20120718-1279_20m",2012-07-18,"1279_20m",1.39908
"816","20120718-1280_15m",2012-07-18,"1280_15m",1.07334
"817","20120718-1281_10m",2012-07-18,"1281_10m",1.10004
